"","date","open","high","low","close","row_num","atr","date.y","time","text","date_time","atr_news_candle"
"27",2007-01-30 14:00:00,1.1805,1.181,1.1803,1.1809,1017,0.00121428571428572,NA,NA,NA,NA,TRUE
"28",2007-01-30 14:30:00,1.1808,1.181,1.1796,1.1796,1018,0.00116428571428574,NA,NA,NA,NA,TRUE
"29",2007-01-30 15:00:00,1.1795,1.1802,1.1795,1.1799,1019,0.00109285714285717,NA,NA,NA,NA,TRUE
"30",2007-01-30 15:30:00,1.1799,1.1801,1.1797,1.1801,1020,0.00106428571428572,NA,NA,NA,NA,TRUE
"31",2007-01-30 16:00:00,1.1801,1.1801,1.1792,1.1797,1021,0.001,NA,NA,NA,NA,TRUE
"32",2007-01-30 16:30:00,1.1797,1.1801,1.1796,1.1799,1022,0.000985714285714272,NA,NA,NA,NA,TRUE
"33",2007-01-30 17:00:00,1.18,1.18,1.1792,1.1793,1023,0.000957142857142847,NA,NA,NA,NA,TRUE
"34",2007-01-30 17:30:00,1.1793,1.1802,1.1792,1.1798,1024,0.000942857142857134,NA,NA,NA,NA,TRUE
"35",2007-01-30 18:00:00,1.1799,1.1802,1.1796,1.1796,1025,0.00089285714285714,NA,NA,NA,NA,TRUE
"36",2007-01-30 18:30:00,1.1798,1.18,1.1795,1.1799,1026,0.000885714285714283,NA,NA,NA,NA,TRUE
"37",2007-01-30 19:00:00,1.1799,1.1808,1.1798,1.1806,1027,0.000842857142857129,NA,NA,NA,NA,TRUE
"38",2007-01-30 19:30:00,1.1806,1.1806,1.1804,1.1806,1028,0.000807142857142848,NA,NA,NA,NA,TRUE
"39",2007-01-30 20:00:00,1.1806,1.1806,1.1806,1.1806,1029,0.000735714285714284,NA,NA,NA,NA,TRUE
"40",2007-01-30 20:30:00,1.1806,1.1808,1.1805,1.1807,1030,0.000700000000000002,NA,NA,NA,NA,TRUE
"41",2007-01-30 21:00:00,1.1807,1.1808,1.1807,1.1808,1031,0.000642857142857135,NA,NA,NA,NA,TRUE
"42",2007-01-30 21:30:00,1.1808,1.1809,1.1805,1.1806,1032,0.000599999999999982,NA,NA,NA,NA,TRUE
"43",2007-01-30 22:00:00,1.1806,1.1806,1.1805,1.1805,1033,0.000528571428571402,NA,NA,NA,NA,TRUE
"44",2007-01-30 22:30:00,1.1805,1.1805,1.1787,1.1789,1034,0.000485714285714264,NA,NA,NA,NA,TRUE
"45",2007-01-30 23:00:00,1.179,1.1791,1.1784,1.1789,1035,0.000585714285714269,NA,NA,NA,NA,TRUE
"46",2007-01-30 23:30:00,1.1789,1.1806,1.1786,1.1803,1036,0.000571428571428572,NA,NA,NA,NA,TRUE
"47",2007-01-31 00:00:00,1.1803,1.1803,1.1782,1.1783,1037,0.000678571428571433,NA,NA,NA,NA,TRUE
"48",2007-01-31 00:30:00,1.1783,1.1802,1.1778,1.1795,1038,0.000771428571428582,NA,NA,NA,NA,TRUE
"49",2007-01-31 01:00:00,1.1798,1.1805,1.1792,1.1794,1039,0.000871428571428586,NA,NA,NA,NA,TRUE
"50",2007-01-31 01:30:00,1.1795,1.1798,1.1789,1.1794,1040,0.000921428571428597,NA,NA,NA,NA,TRUE
"51",2007-01-31 02:00:00,1.1795,1.1806,1.1795,1.1805,1041,0.000950000000000022,NA,NA,NA,NA,TRUE
"52",2007-01-31 02:30:00,1.1805,1.1806,1.1795,1.1795,1042,0.000957142857142879,NA,NA,NA,NA,TRUE
"53",2007-01-31 03:00:00,1.1796,1.1809,1.1796,1.1799,1043,0.00102142857142859,NA,NA,NA,NA,TRUE
"54",2007-01-31 03:30:00,1.1799,1.1803,1.1799,1.1803,1044,0.00111428571428573,NA,NA,NA,NA,TRUE
"55",2007-01-31 04:00:00,1.1803,1.1807,1.1799,1.1804,1045,0.00112142857142859,NA,NA,NA,NA,TRUE
"56",2007-01-31 04:30:00,1.1804,1.1822,1.1804,1.1819,1046,0.0011714285714286,NA,NA,NA,NA,TRUE
"57",2007-01-31 05:00:00,1.1818,1.1821,1.1814,1.1817,1047,0.00127142857142861,NA,NA,NA,NA,TRUE
"58",2007-01-31 05:30:00,1.1817,1.1826,1.1815,1.1823,1048,0.00131428571428574,NA,NA,NA,NA,TRUE
"59",2007-01-31 06:00:00,1.1823,1.1838,1.1822,1.1834,1049,0.00126428571428575,NA,NA,NA,NA,TRUE
"60",2007-01-31 06:30:00,1.1835,1.1844,1.1833,1.1837,1050,0.00132857142857146,NA,NA,NA,NA,TRUE
"61",2007-01-31 07:00:00,1.1837,1.1843,1.1832,1.1841,1051,0.00126428571428573,NA,NA,NA,NA,TRUE
"62",2007-01-31 07:30:00,1.1841,1.1841,1.1821,1.1823,1052,0.00119285714285715,NA,NA,NA,NA,TRUE
"63",2007-01-31 08:00:00,1.1824,1.1829,1.1818,1.1819,1053,0.00116428571428573,NA,NA,NA,NA,TRUE
"64",2007-01-31 08:30:00,1.182,1.1831,1.1803,1.1805,1054,0.00115000000000002,NA,NA,NA,NA,TRUE
"65",2007-01-31 09:00:00,1.1805,1.1817,1.1802,1.1804,1055,0.00128571428571432,NA,NA,NA,NA,TRUE
"66",2007-01-31 09:30:00,1.1805,1.1805,1.1788,1.1796,1056,0.00131428571428574,NA,NA,NA,NA,TRUE
"67",2007-01-31 10:00:00,1.1795,1.1804,1.1794,1.1798,1057,0.00135714285714288,NA,NA,NA,NA,TRUE
"68",2007-01-31 10:30:00,1.1799,1.18,1.1793,1.1798,1058,0.0013357142857143,NA,NA,NA,NA,TRUE
"69",2007-01-31 11:00:00,1.1799,1.1801,1.1796,1.1799,1059,0.00135714285714287,NA,NA,NA,NA,TRUE
"70",2007-01-31 11:30:00,1.1799,1.1802,1.1797,1.1799,1060,0.00133571428571428,NA,NA,NA,NA,TRUE
"71",2007-01-31 12:00:00,1.1799,1.1802,1.1755,1.1755,1061,0.00124285714285713,NA,NA,NA,NA,TRUE
"72",2007-01-31 12:30:00,1.1754,1.1768,1.1753,1.176,1062,0.00152857142857142,NA,NA,NA,NA,TRUE
"73",2007-01-31 13:00:00,1.176,1.1777,1.1759,1.177,1063,0.00155714285714284,NA,NA,NA,NA,TRUE
"74",2007-01-31 13:30:00,1.177,1.1778,1.1769,1.1772,1064,0.00157142857142856,NA,NA,NA,NA,TRUE
"75",2007-01-31 14:00:00,1.1773,1.1773,1.1762,1.1762,1065,0.00155714285714284,NA,NA,NA,NA,TRUE
"76",2007-01-31 14:30:00,1.1762,1.1772,1.1762,1.1772,1066,0.00155714285714286,NA,NA,NA,NA,TRUE
"77",2007-01-31 15:00:00,1.1773,1.1774,1.1768,1.1772,1067,0.0014857142857143,NA,NA,NA,NA,TRUE
"78",2007-01-31 15:30:00,1.1772,1.1773,1.177,1.1772,1068,0.00145,NA,NA,NA,NA,TRUE
"79",2007-01-31 16:00:00,1.1772,1.1772,1.1755,1.1755,1069,0.00127142857142856,NA,NA,NA,NA,TRUE
"80",2007-01-31 16:30:00,1.1755,1.176,1.1753,1.1756,1070,0.00128571428571427,NA,NA,NA,NA,TRUE
"81",2007-01-31 17:00:00,1.1757,1.1759,1.1756,1.1758,1071,0.00121428571428569,NA,NA,NA,NA,TRUE
"82",2007-01-31 17:30:00,1.1758,1.1758,1.1756,1.1757,1072,0.0011642857142857,NA,NA,NA,NA,TRUE
"83",2007-01-31 18:00:00,1.1757,1.1766,1.1756,1.1766,1073,0.00112857142857142,NA,NA,NA,NA,TRUE
"84",2007-01-31 18:30:00,1.1765,1.1771,1.1765,1.1769,1074,0.00116428571428571,NA,NA,NA,NA,TRUE
"85",2007-01-31 19:00:00,1.1769,1.1769,1.1765,1.1765,1075,0.00117142857142857,"1/31/2007",19:15:00,"January 31, 2007FOMC statementFor immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. Recent indicators have suggested somewhat firmer economic growth, and some tentative signs of stabilization have appeared in the housing market. Overall, the economy seems likely to expand at a moderate pace over coming quarters. Readings on core inflation have improved modestly in recent months, and inflation pressures seem likely to moderate over time. However, the high level of resource utilization has the potential to sustain inflation pressures. The Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Thomas M. Hoenig; Donald L. Kohn; Randall S. Kroszner; Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.",2007-01-31 19:15:00,TRUE
"86",2007-01-31 19:30:00,1.1765,1.1765,1.1758,1.1761,1076,0.000864285714285714,NA,NA,NA,NA,TRUE
"87",2007-01-31 20:00:00,1.1761,1.1768,1.1759,1.1765,1077,0.000807142857142863,NA,NA,NA,NA,TRUE
"88",2007-01-31 20:30:00,1.1765,1.177,1.1764,1.177,1078,0.000742857142857156,NA,NA,NA,NA,TRUE
"89",2007-01-31 21:00:00,1.177,1.1775,1.1768,1.1774,1079,0.000721428571428603,NA,NA,NA,NA,TRUE
"90",2007-01-31 21:30:00,1.1774,1.1774,1.177,1.1772,1080,0.000692857142857162,NA,NA,NA,NA,TRUE
"91",2007-01-31 22:00:00,1.1773,1.1774,1.1768,1.1772,1081,0.000650000000000008,NA,NA,NA,NA,TRUE
"92",2007-03-20 00:00:00,1.1781,1.1782,1.1772,1.1773,2705,0.000900000000000028,NA,NA,NA,NA,TRUE
"93",2007-03-20 00:30:00,1.1773,1.1777,1.1771,1.1775,2706,0.000921428571428597,NA,NA,NA,NA,TRUE
"94",2007-03-20 01:00:00,1.1775,1.1779,1.177,1.1776,2707,0.000878571428571443,NA,NA,NA,NA,TRUE
"95",2007-03-20 01:30:00,1.1776,1.1776,1.1768,1.1768,2708,0.000871428571428586,NA,NA,NA,NA,TRUE
"96",2007-03-20 02:00:00,1.1768,1.177,1.1763,1.1766,2709,0.000835714285714305,NA,NA,NA,NA,TRUE
"97",2007-03-20 02:30:00,1.1764,1.177,1.1762,1.1767,2710,0.000850000000000033,NA,NA,NA,NA,TRUE
"98",2007-03-20 03:00:00,1.1767,1.1774,1.1767,1.177,2711,0.000842857142857177,NA,NA,NA,NA,TRUE
"99",2007-03-20 03:30:00,1.177,1.1774,1.1765,1.1765,2712,0.00078571428571431,NA,NA,NA,NA,TRUE
"100",2007-03-20 04:00:00,1.1765,1.1768,1.1759,1.1762,2713,0.000807142857142863,NA,NA,NA,NA,TRUE
"101",2007-03-20 04:30:00,1.1763,1.1772,1.1762,1.177,2714,0.000828571428571433,NA,NA,NA,NA,TRUE
"102",2007-03-20 05:00:00,1.177,1.177,1.1694,1.1696,2715,0.000871428571428571,NA,NA,NA,NA,TRUE
"103",2007-03-20 05:30:00,1.1696,1.1704,1.169,1.1691,2716,0.00135714285714285,NA,NA,NA,NA,TRUE
"104",2007-03-20 06:00:00,1.1691,1.17,1.1687,1.1693,2717,0.00144285714285714,NA,NA,NA,NA,TRUE
"105",2007-03-20 06:30:00,1.1693,1.1696,1.1662,1.1669,2718,0.00146428571428571,NA,NA,NA,NA,TRUE
"106",2007-03-20 07:00:00,1.1668,1.1685,1.1657,1.168,2719,0.00157142857142857,NA,NA,NA,NA,TRUE
"107",2007-03-20 07:30:00,1.168,1.1681,1.1659,1.166,2720,0.00170000000000002,NA,NA,NA,NA,TRUE
"108",2007-03-20 08:00:00,1.1658,1.1664,1.1639,1.165,2721,0.00181428571428574,NA,NA,NA,NA,TRUE
"109",2007-03-20 08:30:00,1.1651,1.1652,1.1637,1.1637,2722,0.00192857142857147,NA,NA,NA,NA,TRUE
"110",2007-03-20 09:00:00,1.1635,1.1642,1.163,1.1636,2723,0.00197857142857148,NA,NA,NA,NA,TRUE
"111",2007-03-20 09:30:00,1.1636,1.1643,1.163,1.1642,2724,0.00201428571428575,NA,NA,NA,NA,TRUE
"112",2007-03-20 10:00:00,1.1642,1.1645,1.1633,1.1636,2725,0.00205000000000001,NA,NA,NA,NA,TRUE
"113",2007-03-20 10:30:00,1.1636,1.164,1.163,1.1633,2726,0.00208571428571431,NA,NA,NA,NA,TRUE
"114",2007-03-20 11:00:00,1.1633,1.1636,1.1626,1.1627,2727,0.00209285714285717,NA,NA,NA,NA,TRUE
"115",2007-03-20 11:30:00,1.1627,1.1628,1.1617,1.162,2728,0.00210000000000001,NA,NA,NA,NA,TRUE
"116",2007-03-20 12:00:00,1.162,1.1623,1.1608,1.1616,2729,0.00210714285714286,NA,NA,NA,NA,TRUE
"117",2007-03-20 12:30:00,1.1616,1.1617,1.1609,1.161,2730,0.00167142857142858,NA,NA,NA,NA,TRUE
"118",2007-03-20 13:00:00,1.161,1.161,1.1604,1.1607,2731,0.00162857142857142,NA,NA,NA,NA,TRUE
"119",2007-03-20 13:30:00,1.1607,1.161,1.1607,1.1609,2732,0.00157857142857143,NA,NA,NA,NA,TRUE
"120",2007-03-20 14:00:00,1.1609,1.1617,1.1608,1.1617,2733,0.00135714285714285,NA,NA,NA,NA,TRUE
"121",2007-03-20 14:30:00,1.1616,1.1621,1.1615,1.1621,2734,0.00122142857142855,NA,NA,NA,NA,TRUE
"122",2007-03-20 15:00:00,1.1621,1.1621,1.1616,1.1617,2735,0.00110714285714283,NA,NA,NA,NA,TRUE
"123",2007-03-20 15:30:00,1.1618,1.1619,1.1615,1.1618,2736,0.000964285714285672,NA,NA,NA,NA,TRUE
"124",2007-03-20 16:00:00,1.1618,1.1623,1.1618,1.1621,2737,0.000885714285714236,NA,NA,NA,NA,TRUE
"125",2007-03-20 16:30:00,1.1621,1.1621,1.1617,1.1617,2738,0.000835714285714257,NA,NA,NA,NA,TRUE
"126",2007-03-20 17:00:00,1.1617,1.1619,1.1616,1.1617,2739,0.00077142857142855,NA,NA,NA,NA,TRUE
"127",2007-03-20 17:30:00,1.1617,1.1618,1.1605,1.1605,2740,0.000707142857142827,NA,NA,NA,NA,TRUE
"128",2007-03-20 18:00:00,1.1605,1.1612,1.1605,1.1609,2741,0.000728571428571396,NA,NA,NA,NA,TRUE
"129",2007-03-20 18:30:00,1.1609,1.1614,1.1607,1.1613,2742,0.000707142857142827,NA,NA,NA,NA,TRUE
"130",2007-03-20 19:00:00,1.1612,1.1615,1.1609,1.1611,2743,0.000678571428571386,NA,NA,NA,NA,TRUE
"131",2007-03-20 19:30:00,1.1611,1.1616,1.161,1.1615,2744,0.000614285714285663,NA,NA,NA,NA,TRUE
"132",2007-03-20 20:00:00,1.1615,1.162,1.1612,1.1613,2745,0.00059999999999995,NA,NA,NA,NA,TRUE
"133",2007-03-20 20:30:00,1.1613,1.1626,1.1613,1.1622,2746,0.000614285714285663,NA,NA,NA,NA,TRUE
"134",2007-03-20 21:00:00,1.1621,1.1625,1.162,1.1621,2747,0.000685714285714242,NA,NA,NA,NA,TRUE
"135",2007-03-20 21:30:00,1.1621,1.1622,1.1621,1.1622,2748,0.000657142857142832,NA,NA,NA,NA,TRUE
"136",2007-03-20 22:00:00,1.1622,1.1627,1.1622,1.1622,2749,0.000621428571428551,NA,NA,NA,NA,TRUE
"137",2007-03-20 22:30:00,1.1622,1.1622,1.1619,1.1621,2750,0.000621428571428566,NA,NA,NA,NA,TRUE
"138",2007-03-20 23:00:00,1.1621,1.1625,1.162,1.1621,2751,0.00061428571428571,NA,NA,NA,NA,TRUE
"139",2007-03-20 23:30:00,1.1621,1.1623,1.1619,1.162,2752,0.00061428571428571,NA,NA,NA,NA,TRUE
"140",2007-03-21 00:00:00,1.162,1.1623,1.1616,1.1619,2753,0.000614285714285726,NA,NA,NA,NA,TRUE
"141",2007-03-21 00:30:00,1.1619,1.1623,1.1615,1.1621,2754,0.000642857142857167,NA,NA,NA,NA,TRUE
"142",2007-03-21 01:00:00,1.1621,1.1621,1.1616,1.1618,2755,0.000607142857142901,NA,NA,NA,NA,TRUE
"143",2007-03-21 01:30:00,1.1618,1.1627,1.1618,1.1625,2756,0.000592857142857189,NA,NA,NA,NA,TRUE
"144",2007-03-21 02:00:00,1.1624,1.1627,1.1621,1.1625,2757,0.000607142857142917,NA,NA,NA,NA,TRUE
"145",2007-03-21 02:30:00,1.1625,1.1634,1.1625,1.1629,2758,0.000607142857142933,NA,NA,NA,NA,TRUE
"146",2007-03-21 03:00:00,1.1629,1.1634,1.1623,1.1633,2759,0.000628571428571502,NA,NA,NA,NA,TRUE
"147",2007-03-21 03:30:00,1.1634,1.1636,1.1623,1.1625,2760,0.000650000000000071,NA,NA,NA,NA,TRUE
"148",2007-03-21 04:00:00,1.1623,1.1628,1.1618,1.1622,2761,0.000650000000000055,NA,NA,NA,NA,TRUE
"149",2007-03-21 04:30:00,1.1622,1.1627,1.1616,1.1625,2762,0.000685714285714337,NA,NA,NA,NA,TRUE
"150",2007-03-21 05:00:00,1.1624,1.1627,1.1609,1.1615,2763,0.000757142857142916,NA,NA,NA,NA,TRUE
"151",2007-03-21 05:30:00,1.1615,1.1627,1.1609,1.1613,2764,0.000850000000000049,NA,NA,NA,NA,TRUE
"152",2007-03-21 06:00:00,1.1613,1.1621,1.161,1.1615,2765,0.00095714285714291,NA,NA,NA,NA,TRUE
"153",2007-03-21 06:30:00,1.1616,1.1622,1.1591,1.1598,2766,0.00100000000000003,NA,NA,NA,NA,TRUE
"154",2007-03-21 07:00:00,1.1598,1.1605,1.159,1.1592,2767,0.00119285714285715,NA,NA,NA,NA,TRUE
"155",2007-03-21 07:30:00,1.1591,1.1602,1.1589,1.1595,2768,0.00125000000000001,NA,NA,NA,NA,TRUE
"156",2007-03-21 08:00:00,1.1595,1.1602,1.159,1.1594,2769,0.00128571428571427,NA,NA,NA,NA,TRUE
"157",2007-03-21 08:30:00,1.1594,1.1606,1.1594,1.16,2770,0.00133571428571427,NA,NA,NA,NA,TRUE
"158",2007-03-21 09:00:00,1.1601,1.1602,1.1595,1.1595,2771,0.00135714285714283,NA,NA,NA,NA,TRUE
"159",2007-03-21 09:30:00,1.1594,1.1597,1.1575,1.1582,2772,0.00136428571428568,NA,NA,NA,NA,TRUE
"160",2007-03-21 10:00:00,1.1582,1.1587,1.1576,1.1582,2773,0.00145714285714282,NA,NA,NA,NA,TRUE
"161",2007-03-21 10:30:00,1.1582,1.1586,1.1579,1.1581,2774,0.00145714285714284,NA,NA,NA,NA,TRUE
"162",2007-03-21 11:00:00,1.1582,1.1583,1.1578,1.158,2775,0.00141428571428572,NA,NA,NA,NA,TRUE
"163",2007-03-21 11:30:00,1.158,1.1589,1.158,1.1587,2776,0.00137857142857144,NA,NA,NA,NA,TRUE
"164",2007-03-21 12:00:00,1.1587,1.1592,1.1531,1.156,2777,0.00136428571428572,NA,NA,NA,NA,TRUE
"165",2007-03-21 12:30:00,1.156,1.1563,1.1542,1.1545,2778,0.00167142857142858,NA,NA,NA,NA,TRUE
"166",2007-03-21 13:00:00,1.1548,1.1561,1.1546,1.1555,2779,0.00169285714285716,NA,NA,NA,NA,TRUE
"167",2007-03-21 13:30:00,1.1555,1.1559,1.1552,1.1556,2780,0.00172142857142859,NA,NA,NA,NA,TRUE
"168",2007-03-21 14:00:00,1.1556,1.1561,1.1554,1.1561,2781,0.00155000000000002,NA,NA,NA,NA,TRUE
"169",2007-03-21 14:30:00,1.1561,1.1562,1.1558,1.1559,2782,0.00149285714285715,NA,NA,NA,NA,TRUE
"170",2007-03-21 15:00:00,1.1559,1.1561,1.1555,1.1555,2783,0.00142857142857145,NA,NA,NA,NA,TRUE
"171",2007-03-21 15:30:00,1.1556,1.1562,1.1556,1.1559,2784,0.00138571428571431,NA,NA,NA,NA,TRUE
"172",2007-03-21 16:00:00,1.1559,1.1562,1.1558,1.1562,2785,0.00134285714285715,NA,NA,NA,NA,TRUE
"173",2007-03-21 16:30:00,1.1562,1.1562,1.1559,1.1561,2786,0.00132142857142858,NA,NA,NA,NA,TRUE
"174",2007-03-21 17:00:00,1.1561,1.1563,1.1558,1.1562,2787,0.0011857142857143,NA,NA,NA,NA,TRUE
"175",2007-03-21 17:30:00,1.1562,1.1569,1.1562,1.1568,2788,0.00114285714285716,NA,NA,NA,NA,TRUE
"176",2007-03-21 18:00:00,1.1567,1.1573,1.1567,1.1572,2789,0.00114285714285716,"3/21/2007",18:15:00,"March 21, 2007FOMC statementFor immediate releaseThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.Recent indicators have been mixed and the adjustment in the housing sector is ongoing. Nevertheless, the economy seems likely to continue to expand at a moderate pace over coming quarters. Recent readings on core inflation have been somewhat elevated. Although inflation pressures seem likely to moderate over time, the high level of resource utilization has the potential to sustain those pressures.In these circumstances, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Thomas M. Hoenig; Donald L. Kohn; Randall S. Kroszner; Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.",2007-03-21 18:15:00,TRUE
"177",2007-03-21 18:30:00,1.1572,1.1573,1.1562,1.1565,2790,0.00115,NA,NA,NA,NA,TRUE
"178",2007-03-21 19:00:00,1.1566,1.1569,1.1564,1.1564,2791,0.00116428571428571,NA,NA,NA,NA,TRUE
"179",2007-03-21 19:30:00,1.1564,1.157,1.1564,1.1569,2792,0.000764285714285709,NA,NA,NA,NA,TRUE
"180",2007-03-21 20:00:00,1.1569,1.1571,1.1568,1.1571,2793,0.000657142857142832,NA,NA,NA,NA,TRUE
"181",2007-03-21 20:30:00,1.1571,1.1571,1.1567,1.1571,2794,0.000571428571428556,NA,NA,NA,NA,TRUE
"182",2007-03-21 21:00:00,1.1571,1.1571,1.157,1.1571,2795,0.000549999999999987,NA,NA,NA,NA,TRUE
"183",2007-05-08 00:00:00,1.10155,1.10176,1.10131,1.10175,4410,0.000487857142857183,NA,NA,NA,NA,TRUE
"184",2007-05-08 00:30:00,1.10175,1.1024,1.10139,1.1022,4411,0.000475714285714325,NA,NA,NA,NA,TRUE
"185",2007-05-08 01:00:00,1.1022,1.10281,1.10176,1.1024,4412,0.000518571428571463,NA,NA,NA,NA,TRUE
"186",2007-05-08 01:30:00,1.1024,1.10251,1.10159,1.1019,4413,0.000581428571428606,NA,NA,NA,NA,TRUE
"187",2007-05-08 02:00:00,1.1019,1.10211,1.10118,1.10193,4414,0.000606428571428595,NA,NA,NA,NA,TRUE
"188",2007-05-08 02:30:00,1.10201,1.1022,1.10119,1.10135,4415,0.000651428571428573,NA,NA,NA,NA,TRUE
"189",2007-05-08 03:00:00,1.10146,1.10196,1.10091,1.10176,4416,0.000625714285714293,NA,NA,NA,NA,TRUE
"190",2007-05-08 03:30:00,1.10176,1.10176,1.10093,1.10156,4417,0.000670714285714286,NA,NA,NA,NA,TRUE
"191",2007-05-08 04:00:00,1.10156,1.10226,1.10133,1.10216,4418,0.000683571428571434,NA,NA,NA,NA,TRUE
"192",2007-05-08 04:30:00,1.10216,1.10326,1.10206,1.10296,4419,0.000707142857142874,NA,NA,NA,NA,TRUE
"193",2007-05-08 05:00:00,1.10306,1.10312,1.10178,1.10266,4420,0.000777857142857148,NA,NA,NA,NA,TRUE
"194",2007-05-08 05:30:00,1.10266,1.10266,1.10205,1.10246,4421,0.000840714285714306,NA,NA,NA,NA,TRUE
"195",2007-05-08 06:00:00,1.10246,1.10381,1.10242,1.10354,4422,0.00086500000000002,NA,NA,NA,NA,TRUE
"196",2007-05-08 06:30:00,1.10364,1.10566,1.10344,1.10445,4423,0.000931428571428599,NA,NA,NA,NA,TRUE
"197",2007-05-08 07:00:00,1.10445,1.10541,1.10405,1.10435,4424,0.00106714285714289,NA,NA,NA,NA,TRUE
"198",2007-05-08 07:30:00,1.10435,1.10456,1.10384,1.10456,4425,0.00113214285714288,NA,NA,NA,NA,TRUE
"199",2007-05-08 08:00:00,1.10451,1.10623,1.10364,1.10591,4426,0.0011114285714286,NA,NA,NA,NA,TRUE
"200",2007-05-08 08:30:00,1.10591,1.10605,1.10456,1.1055,4427,0.00122142857142861,NA,NA,NA,NA,TRUE
"201",2007-05-08 09:00:00,1.1055,1.10556,1.10489,1.10491,4428,0.00126214285714289,NA,NA,NA,NA,TRUE
"202",2007-05-08 09:30:00,1.10491,1.10531,1.10478,1.1049,4429,0.00124357142857149,NA,NA,NA,NA,TRUE
